species_common_name,species_code,scientific_name
Stripe-chested Antwren,stcant4,Myrmotherula longicauda
Stripe-crowned Spinetail,stcspi2,Cranioleuca pyrrhophia
Striped Cuckoo,STCU,Tapera naevia
Striped Dolphin,STECOE,Stenella coeruleoalba
Striped Hog-nosed Skunk,CONSEM,Conepatus semistriatus
Striped Honeyeater,strhon1,Plectorhyncha lanceolata
Striped Kingfisher,strkin1,Halcyon chelicuti
Striped Laughingthrush,strlau3,Trochalopteron virgatum
Striped Owl,STRO,Pseudoscops clamator
Striped Pipit,strpip1,Anthus lineiventris
Striped Prinia,PRISTR,Prinia striata
Striped Skink,4535,Trachylepis striata
Striped Skunk,SKNK,Mephitis mephitis
Striped Sparrow,SSPA,Oriturus superciliosus
Striped Treehunter,strtre1,Thripadectes holostictus
Striped Woodcreeper,strwoo2,Xiphorhynchus obsoletus
Striped Woodhaunter,STPW,Automolus subulatus
Striped Woodpecker,DRYLIN,Dryobates lignarius
Striped Woodpecker,DRYLIG,Dryobates lignarius
Striped Wren-Babbler,stwbab3,Kenopia striata
Stripe-faced Meadow Katydid,ORCCON,Orchelimum concinnum
Stripe-faced Wood-quail,OBAL,Odontophorus balliviani
Stripe-headed Antpitta,sthant2,Grallaria andicolus
Stripe-headed Sparrow,SHSP,Peucaea ruficauda
Stripe-necked Tody-Tyrant,snttyr2,Hemitriccus striaticollis
Stripe-tailed Hummingbird,STHM,Eupherusa eximia
Stripe-tailed Yellow Finch,styfin1,Sicalis citrina
Stripe-throated Bulbul,sttbul3,Pycnonotus finlaysoni
Stripe-throated Hermit,STHR,Phaethornis striigularis
Stripe-throated Jery,sttjer1,Neomixis striatigula
Stripe-throated Wren,STWR,Cantorchilus leucopogon
Stripe-throated Yuhina,sttyuh1,Yuhina gularis
Strong-billed Honeyeater,stbhon2,Melithreptus validirostris
Strong-billed Woodcreeper,SNBW,Xiphocolaptes promeropirhynchus
Stubble Quail,stuqua1,Coturnix pectoralis
Stub-tailed Antbird,sttant3,Sipia berlepschi
Stub-tailed Spadebill,STTS,Platyrinchus cancrominus
Stump-tailed Porcupine,COERUF,Coendou rufescens
St. Vincent Parrot,SVPA,Amazona guildingii
St. Vincent Wren,SVWR,Troglodytes musicus
Styan's Bulbul,stybul1,Pycnonotus taivanus
Stygian Owl,STOW,Asio stygius
Subantarctic Fur Seal,ARCTRO,Arctocephalus tropicalis
Subdesert Brush Warbler,subbrw1,Nesillas lantzii
Subtropical Pygmy Owl,supowl1,Glaucidium parkeri
Suidae Family,4826,
Suiriri Flycatcher,suifly1,Suiriri suiriri
Sulawesi Babbler,sulbab1,Pellorneum celebense
Sulawesi Blue Flycatcher,subfly1,Cyornis omissus
Sulawesi Drongo,suldro1,Dicrurus montanus
Sulawesi Fantail,rubfan2,Rhipidura teysmanni
Sulawesi Hornbill,sulhor1,Rhabdotorrhinus exarhatus
Sulawesi Scops Owl,susowl1,Otus manadensis
Sulphur-bearded Reedhaunter,sutspi1,Limnoctites sulphuriferus
Sulphur-bellied Flycatcher,SBFL,Myiodynastes luteiventris
Sulphur-bellied Tyrannulet,subtyr1,Mecocerculus minor
Sulphur-bellied Tyrant-Manakin,sbtman1,Neopelma sulphureiventer
Sulphur-bellied Warbler,subwar2,Phylloscopus griseolus
Sulphur-crested Cockatoo,succoc,Cacatua galerita
Sulphur-rumped Flycatcher,SRFL,Myiobius sulphureipygius
Sulphur-rumped Tanager,SRTA,Heterospingus rubrifrons
Sulphur-vented Whistler,subwhi1,Pachycephala sulfuriventer
Sulphur-winged Parakeet,SWPA,Pyrrhura hoffmanni
Sulphury Flycatcher,sulfly1,Tyrannopsis sulphurea
Sultan's Cuckoo-Dove,sulcud1,Macropygia doreya
Sultan Tit,sultit1,Melanochlora sultanea
Sumatran Mountain Muntjac,MUNMON,Muntiacus montanus
Sumatran Serow,CAPSUM,Capricornis sumatraensis
Sumatran Striped Rabbit,NESNET,Nesolagus netscheri
Sumichrast's Harvest Mouse,REISUM,Reithrodontomys sumichrasti
Sumichrast's Wren,SUWR,Hylorchilus sumichrasti
Summer Tanager,SUTA,Piranga rubra
Sunbittern,SUNB,Eurypyga helias
Sunda Blue Flycatcher,lobblf1,Cyornis caerulatus
Sunda Crow,slbcro2,Corvus enca
Sunda Cuckoo,suncuc2,Cuculus lepidus
Sunda Frogmouth,sunfro1,Batrachostomus cornutus
Sunda Laughingthrush,sunlau1,Garrulax palliatus
Sunda Pygmy Woodpecker,bncwoo2,Yungipicus moluccensis
Sunda Scops Owl,sunsco,Otus lempiji
Sunda Warbler,sunwar1,Phylloscopus grammiceps
Sunda Zebra Finch,zebfin2,Taeniopygia guttata
Sundevall's Writhing Skink,MOCSUN,Mochlus sundevallii
Sungrebe,SUNG,Heliornis fulica
Suni,NESMOS,Nesotragus moschatus
Superb Fairywren,supfai1,Malurus cyaneus
Superb Fruit Dove,sufdov1,Ptilinopus superbus
Superb Lyrebird,suplyr1,Menura novaehollandiae
Superb Parrot,suppar1,Polytelis swainsonii
Superb Starling,supsta1,Lamprotornis superbus
Superciliaried Hemispingus,suphem1,Thlypopsis superciliaris
Superciliated Wren,supwre1,Cantorchilus superciliaris
Surfbird,SURF,Calidris virgata
Surf Scoter,SUSC,Melanitta perspicillata
Surucua Trogon,surtro1,Trogon surrucura
Swainson's Flycatcher,swafly1,Myiarchus swainsoni
Swainson's Hawk,SWHA,Buteo swainsoni
Swainson's Sparrow,swaspa2,Passer swainsonii
Swainson's Spurfowl,swafra2,Pternistis swainsonii
Swainson's Thrush,SWTH,Catharus ustulatus
Swainson's Warbler,SWWA,Limnothlypis swainsonii
Swallow-tailed Bee-eater,MERHIR,Merops hirundineus
Swallow-tailed Gull,STGU,Creagrus furcatus
Swallow-tailed Hummingbird,swthum1,Eupetomena macroura
Swallow-tailed Kite,STKI,Elanoides forficatus
Swallow-tailed Nightjar,swtnig1,Uropsalis segmentata
Swallow Tanager,SWTA,Tersina viridis
Swallow-winged Puffbird,swwpuf1,Chelidoptera tenebrosa
Swamp Boubou,gabbou1,Laniarius bicolor
Swamp Flycatcher,swafly3,Muscicapa aquatica
Swamp Grass Babbler,swapri1,Laticilla cinerascens
Swamp Harrier,swahar1,Circus approximans
Swamp Nightjar,swanig1,Caprimulgus natalensis
Swamp Palm Bulbul,swagre1,Thescelocichla leucopleura
Swamp Rabbit,SYLAQU,Sylvilagus aquaticus
Swamp Sparrow,SWSP,Melospiza georgiana
Swan Goose,swagoo1,Anser cygnoides
Swee Waxbill,swewax3,Coccopygia melanotis
Swift fox,VULVEL,Vulpes velox
Swift Parrot,swipar1,Lathamus discolor
Swinhoe's Snipe,swisni1,Gallinago megala
Swinhoe's Storm-Petrel,SSTP,Hydrobates monorhis
Swinhoe's White-eye,swiwhe1,Zosterops simplex
Sword-bearing Conehead,NEOENS,Neoconocephalus ensiger
Swynnerton's Robin,swyrob1,Swynnertonia swynnertoni
Sykes's Lark,tawlar1,Galerida deva
Sykes's Warbler,sykwar2,Iduna rama
Sylvicapra Species,4371,
Sylvilagus Species,3974,
Synaptomys Species,3589,Synaptomys 
Syncerus Species,SYNNUL,
Syntheosciurus Species,3591,Syntheosciurus 
Syrian Woodpecker,DENSYR,Dendrocopos syriacus
Tacarcuna Chlorospingus,TACH,Chlorospingus tacarcunae
Tacarcuna Tapaculo,TATA,Scytalopus panamensis
Tacarcuna Warbler,TAWA,Basileuterus tacarcunae
Tacarcuna Wood-Quail,TAWQ,Odontophorus dialeucos
Tahiti Petrel,TAPE,Pterodroma rostrata
Tahiti Swallow,pacswa5,Hirundo tahitica
Taiga Bean-Goose,TABG,Anser fabalis
Taiga Flycatcher,TAFL,Ficedula albicilla
Taiga Vole,MICXAN,Microtus xanthognathus
Taiwan Bamboo Partridge,taibap1,Bambusicola sonorivox
Taiwan Barbet,taibar2,Psilopogon nuchalis
Taiwan Blue Magpie,formag1,Urocissa caerulea
Taiwan Bush Warbler,taibuw1,Locustella alishanensis
Taiwan Cupwing,taiwrb1,Pnoepyga formosana
Taiwan Fulvetta,taiful1,Fulvetta formosana
Taiwan Green Pigeon,whgpig1,Treron formosae
Taiwan Hwamei,taihwa1,Garrulax taewanus
Taiwan Liocichla,stelio1,Liocichla steerii
Taiwan Partridge,taipar1,Arborophila crudigularis
Taiwan Scimitar Babbler,taiscb1,Pomatorhinus musicus
Taiwan Shortwing,whbsho6,Brachypteryx goodfellowi
Taiwan Vivid Niltava,vivnil3,Niltava vivida
Taiwan Vole,MICKIK,Microtus kikuchii
Taiwan Whistling Thrush,fowthr1,Myophonus insularis
Taiwan Yuhina,taiyuh1,Yuhina brunneiceps
Takin,BUDTAX,Budorcas taxicolor
Talamanca Hummingbird,TAHU,Eugenes spectabilis
Talamancan Rice Rat,TRATAL,Transandinomys talamancae
Talamancan Small-eared Shrew,CRYGRA,Cryptotis gracilis
Tamaraw,BUBMIN,Bubalus mindorensis
Tamarugo Conebill,tamcon1,Conirostrum tamarugense
Tamá Small-eared Shrew,CRYTAM,Cryptotis tamensis
Tamaulipan Woodrat,NEOANG,Neotoma angustapalata
Tamaulipas Crow,TACR,Corvus imparatus
Tamaulipas Pygmy-Owl,TAPO,Glaucidium sanchezi
Tambourine Dove,tamdov1,Turtur tympanistria
Tamiasciurus Species,3595,Tamiasciurus 
Tanager Finch,tanfin1,Oreothraupis arremonops
Tanimbar Corella,CACGOF,Cacatua goffiniana
Tantilla Species,TANNUL,
Tapajos Antpitta,thlant3,Myrmothera subcanescens
Tapeti,SYLBRA,Sylvilagus brasiliensis
Tapiridae Family,3989,
Tapirus Species,TAPNUL,
Tarabundi Vole,MICOAX,Microtus oaxacensis
Tarim Red Deer,CERHAN,Cervus hanglu
Taruca,HIPANT,Hippocamelus antisensis
Tasmacetus Species,TASNUL,
Tasmanian Nativehen,tanhen1,Tribonyx mortierii
Tasmanian Scrubwren,tasscr1,Sericornis humilis
Tasmanian Thornbill,tastho1,Acanthiza ewingii
Tatama Tapaculo,alptap1,Scytalopus alvarezlopezi
Tataupa Tinamou,tattin1,Crypturellus tataupa
Tate's Woolly Mouse Opossum,2930,Marmosa paraguayana
Tatra Vole,MICTAT,Microtus tatricus
Tawny Antpitta,tawant3,Grallaria quitensis
Tawny-bellied Babbler,tabbab1,Dumetia hyperythra
Tawny-bellied Cotton Rat,SIGFUL,Sigmodon fulviventer
Tawny-bellied Hermit,tabher1,Phaethornis syrmatophorus
Tawny-bellied Screech Owl,tabsco1,Megascops watsonii
Tawny-bellied Seedeater,tabsee1,Sporophila hypoxantha
Tawny-breasted Flycatcher,TBFL,Myiobius villosus
Tawny-breasted Tinamou,tabtin1,Nothocercus julius
Tawny-browed Owl,tabowl1,Pulsatrix koeniswaldiana
Tawny-capped Euphonia,TCEU,Euphonia anneae
Tawny-chested Flycatcher,TCFL,Aphanotriccus capitalis
Tawny-collared Nightjar,TCNI,Antrostomus salvini
Tawny-crested Tanager,TCTA,Tachyphonus delatrii
Tawny-crowned Greenlet,TCGR,Tunchiornis ochraceiceps
Tawny-crowned Honeyeater,tachon1,Gliciphila melanops
Tawny Deer Mouse,PERPER,Peromyscus perfulvus
Tawny Eagle,TAEA,Aquila rapax
Tawny-faced Gnatwren,TFGN,Microbates cinereiventris
Tawny-faced Quail,TFQU,Rhynchortyx cinctus
Tawny-flanked Prinia,tafpri1,Prinia subflava
Tawny Frogmouth,tawfro1,Podargus strigoides
Tawny Grassbird,tawgra3,Cincloramphus timoriensis
Tawny-headed Swallow,tahswa2,Alopochelidon fucata
Tawny Owl,STRALU,Strix aluco
Tawny Pipit,ANTCAM,Anthus campestris
Tawny-rumped Tyrannulet,tartyr1,Tyranniscus uropygialis
Tawny-shouldered Blackbird,TSBL,Agelaius humeralis
Tawny-throated Dotterel,ORERUF,Oreopholus ruficollis
Tawny-throated Leaftosser,TTLE,Sclerurus mexicanus
Tawny Tit-Spinetail,tatspi1,Sylviorthorhynchus yanacensis
Tawny-winged Woodcreeper,TWWO,Dendrocincla anabatina
Tayassu Species,TAYNUL,
Tayra,EIRBAR,Eira barbara
Tehuantepec Jackrabbit,LEPFLA,Lepus flavigularis
Teiidae Family,4484,
Temminck's Babbler,tembab1,Pellorneum pyrrogenys
Temminck's Seedeater,temsee1,Sporophila falcirostris
Temminck's Stint,TEST,Calidris temminckii
Temminck's Sunbird,temsun1,Aethopyga temminckii
Temporary tag,TTTT,
Tenggara Whistler,tenwhi,Pachycephala calliope
Tennessee Warbler,TEWA,Leiothlypis peregrina
Tepui Antpitta,tepant1,Myrmothera simplex
Tepui Brushfinch,tebfin1,Atlapetes personatus
Tepui Elaenia,ELAOLI,Elaenia olivina
Tepui Parrotlet,NANPAN,Nannopsittaca panychlora
Tepui Spinetail,tepspi1,Cranioleuca demissa
Tepui Vireo,tepgre1,Vireo sclateri
Tepui Whitestart,tepred1,Myioborus castaneocapilla
Terek Sandpiper,TESA,Xenus cinereus
Terrestrial Brownbul,terbro1,Phyllastrephus terrestris
terrestrial gartersnake,4523,Thamnophis elegans
Tetracerus Species,TETNUL,
Texas Antelope Squirrel,AMMINT,Ammospermophilus interpres
Texas Bush Katydid,SCUTEX,Scudderia texensis
Texas Deermouse,PERATT,Peromyscus attwateri
Texas Kangaroo Rat,DIPELA,Dipodomys elator
Texas Pocket Gopher,GEOPER,Geomys personatus
Texas Toad,ANASPE,Anaxyrus speciosus
Thamnophis Species,THANUL,
Thayer's Gull,THGU,Larus glaucoides thayeri
Thekla's Lark,GALTHE,Galerida theklae
Thick-billed Euphonia,TBEU,Euphonia laniirostris
Thick-billed Flowerpecker,thbflo1,Pachyglossa agilis
Thick-billed Green Pigeon,thbpig1,Treron curvirostra
Thick-billed Kingbird,TBKI,Tyrannus crassirostris
Thick-billed Longspur,TBLO,Rhynchophanes mccownii
Thick-billed Murre,TBMU,Uria lomvia
Thick-billed Parrot,TBPA,Rhynchopsitta pachyrhyncha
Thick-billed Saltator,thbsal1,Saltator maxillosus
Thick-billed Seed-Finch,TBSF,Sporophila funerea
Thick-billed Siskin,thbsis1,Spinus crassirostris
Thick-billed Spiderhunter,ARACRA,Arachnothera crassirostris
Thick-billed Vireo,TBVI,Vireo crassirostris
Thick-billed Warbler,TBWA,Arundinax aedon
Thick-billed Weaver,growea1,Amblyospiza albifrons
Thicket Antpitta,THAN,Hylopezus dives
Thicket Tinamou,THTI,Crypturellus cinnamomeus
Thirteen-lined Ground Squirrel,ICTTRI,Ictidomys tridecemlineatus
Thomas' Small-eared Shrew,CRYTHO,Cryptotis thomasi
Thomas's Pine Vole,MICTHO,Microtus thomasi
Thomomys Species,3605,Thomomys 
Thomson's Gazelle,EUDTHO,Eudorcas thomsonii
Thorn-tailed Rayadito,APHSPI,Aphrastura spinicauda
Three-banded Plover,thbplo1,Charadrius tricollaris
Three-banded Warbler,thbwar2,Basileuterus trifasciatus
Three-striped Flycatcher,thsfly2,Conopias trivirgatus
Three-striped Warbler,thswar1,Basileuterus tristriatus
Three-toed Jacamar,thtjac1,Jacamaralcyon tridactyla
Three-wattled Bellbird,TWBE,Procnias tricarunculatus
Thrush-like Antpitta,thlant2,Myrmothera campanisona
Thrush-like Wren,thlwre1,Campylorhynchus turdinus
Thrush Nightingale,LUSLUS,Luscinia luscinia
Thylamys Species,THYNUL,
Tibetan Fox,VULFER,Vulpes ferrilata
Tibetan Gazelle,PROPIC,Procapra picticaudata
Tibetan Lark,tiblar1,Melanocorypha maxima
Tibetan Sand-Plover,TISP,Anarhynchus atrifons
Tibetan Shrew,SORTHI,Sorex thibetanus
Tibetan Snowcock,tibsno1,Tetraogallus tibetanus
Tickell's Blue Flycatcher,tibfly3,Cyornis tickelliae
Tickell's Leaf Warbler,y00989,Phylloscopus affinis
Tickell's Thrush,ticthr1,Turdus unicolor
Ticking Doradito,PSECIT,Pseudocolopteryx citreola
Tien Shan Red-backed Vole,MYOCEN,Clethrionomys centralis
Tien Shan Shrew,SORASP,Sorex asper
Tiger,PANTIG,Panthera tigris
Tiger Rattlesnake,CROTIG,Crotalus tigris
Tiger Salamander,TISA,Ambystoma tigrinum
Tiger Shrike,tigshr1,Lanius tigrinus
Timberline Wren,TIWR,Thryorchilus browni
Timor Stubtail,timstu1,Urosphena subulata
Tinkling Ground Cricket,ALLTIN,Allonemobius tinnulus
Tiny Hawk,TIHA,Accipiter superciliosus
Tiny Tyrant-Manakin,titman1,Tyranneutes virescens
Tit Berrypecker,OREARF,Oreocharis arfaki
Tit-like Dacnis,tildac2,Xenodacnis parina
Tlacuatzin Species,TLANUL,
Toco Toucan,toctou1,Ramphastos toco
Tocuyo Sparrow,tocspa1,Arremonops tocuyensis
Todd's Antwren,todant1,Herpsilochmus stictocephalus
Tody Motmot,TOMO,Hylomanes momotula
Tolai Hare,LEPTOL,Lepus tolai
Tolima Dove,toldov1,Leptotila conoveri
Toltec Cotton Rat,SIGTOL,Sigmodon toltecus
Tome's Spiny Rat,PROSEM,Proechimys semispinosus
Tomtit,tomtit1,Petroica macrocephala
Tooth-billed Bowerbird,tobcat2,Scenopoeetes dentirostris
Tooth-billed Hummingbird,TBHU,Androdon aequatorialis
Tooth-billed Wren,tobwre1,Odontorchilus cinereus
Topi,4110,Damaliscus lunatus
Toppin's Titi Monkey,PTOP,Plecturocebus toppini
Torotoroka Scops-Owl,OTUMAD,Otus madagascariensis
Torrent Duck,MERARM,Merganetta armata
Torrent Tyrannulet,TOTY,Serpophaga cinerea
Torresian Crow,torcro2,Corvus orru
Torresian Imperial-Pigeon,DUCSPI,Ducula spilorrhoa
Torresian Kingfisher,colkin9,Todiramphus sordidus
Tortoise Family,4486,
Toucan Barbet,toubar1,Semnornis ramphastinus
Tourmaline Sunangel,tousun1,Heliangelus exortis
Townsend's Big-eared Bat,CORTOW,Corynorhinus townsendii
Townsend's Chipmunk,NEOTOW,Neotamias townsendii
Townsend's Ground Squirrel,UROTOW,Urocitellus townsendii
Townsend's Mole,SCATOW,Scapanus townsendii
Townsend's Pocket Gopher,THOTOW,Thomomys townsendii
Townsend's Shearwater,TOSH,Puffinus auricularis
Townsend's Solitaire,TOSO,Myadestes townsendi
Townsend's Storm-Petrel,TOSP,Hydrobates socorroensis
Townsend's Vole,MICTOW,Microtus townsendii
Townsend's Warbler,TOWA,Setophaga townsendi
Townsend's x Hermit Warbler Hybrid,THWH,Setophaga townsendii x occidentalis
Tragelaphus Species,TRANUL,
Traill's Flycatcher,TRFL,Empidonax alnorum / traillii
Train,110,
Transandinomys Species,3608,Transandinomys 
Transvolcanic Deermouse,PERHYL,Peromyscus hylocetes
Transvolcanic Jay,TRJA,Aphelocoma ultramarina
Tree Martin,tremar2,Petrochelidon nigricans
Tree Pipit,TRPI,Anthus trivialis
Tree Swallow,TRES,Tachycineta bicolor
Tres Marias Cottontail,SYLGRA,Sylvilagus graysoni
Tres Marias Deer Mouse,PERMAD,Peromyscus madrensis
Tres Marias Hummingbird,TMHU,Cynanthus lawrencei
Tricolored Blackbird,TRBL,Agelaius tricolor
Tricolored Brushfinch,tribrf2,Atlapetes tricolor
Tricolored Heron,TRHE,Egretta tricolor
Tricolored Munia,TRMU,Lonchura malacca
Tricoloured Bat,PERSUB,Perimyotis subflavus
Trilling Cisticola,tricis1,Cisticola woosnami
Trilling Tapaculo,tritap1,Scytalopus parvirostris
Trindade Petrel,TRPE,Pterodroma arminjoniana
Trinidad Euphonia,trieup1,Euphonia trinitatis
Trinidad Spiny Rat,PROTRI,Proechimys trinitatis
Tristram's Bunting,tribun1,Emberiza tristrami
Tristram's Starling,trista1,Onychognathus tristramii
Tristram's Storm-Petrel,TRSP,Hydrobates tristrami
Trocaz Pigeon,COLTRO,Columba trocaz
Tropical Boubou,trobou1,Laniarius major
Tropical Gnatcatcher,TRGN,Polioptila plumbea
Tropical Kingbird,TRKI,Tyrannus melancholicus
Tropical Mockingbird,TRMO,Mimus gilvus
Tropical Parula,TRPA,Setophaga pitiayumi
Tropical Pewee,TROP,Contopus cinereus
Tropical Pocket Gopher,GEOTRO,Geomys tropicalis
Tropical Screech-Owl,TRSO,Megascops choliba
Tropical Shearwater,PUFBAI,Puffinus bailloni
Tropical Small-eared Shrew,CRYTRO,Cryptotis tropicalis
Trowbridge's Shrew,SORTRO,Sorex trowbridgii
True's Beaked Whale,MESMIR,Mesoplodon mirus
Trumpeter Finch,BUCGIT,Bucanetes githagineus
Trumpeter Hornbill,truhor1,Bycanistes bucinator
Trumpeter Swan,TRUS,Cygnus buccinator
Trumpet Manucode,truman1,Phonygammus keraudrenii
Tschudi's Nightjar,bawnig3,Systellura decussata
Tschudi's Tapaculo,tsctap1,Scytalopus acutirostris
Tsessebe,4108,Damaliscus lunatus lunatus
Tucuman Amazon,tucpar1,Amazona tucumana
Tucuxi,SOTFLU,Sotalia fluviatilis
Tufted Antshrike,tufant1,Mackenziaena severa
Tufted Deer,ELACEP,Elaphodus cephalophus
Tufted Duck,TUDU,Aythya fuligula
Tufted Flycatcher,TUFL,Mitrephanes phaeocercus
Tufted Jay,TUJA,Cyanocorax dickeyi
Tufted Puffin,TUPU,Fratercula cirrhata
Tufted Titmouse,TUTI,Baeolophus bicolor
Tufted Tit-Spinetail,tutspi1,Leptasthenura platensis
Tufted Tit-Tyrant,ANAPAR,Anairetes parulus
Tui,tui1,Prosthemadera novaeseelandiae
Tui Parakeet,tuipar1,Brotogeris sanctithomae
Tumbalá Climbing Rat,TYLTUM,Tylomys tumbalensis
Tumbes Sparrow,tumspa1,Rhynchospiza stolzmanni
Tumbes Tyrant,tumtyr2,Tumbezia salvini
Tundra Bean-Goose,TUBG,Anser serrirostris
Tundra Shrew,SORTUN,Sorex tundrensis
Tundra Swan,TUSW,Cygnus columbianus
Tundra Swan (Bewick's),BESW,Cygnus columbianus bewickii
Tupinambis species,TUPNUL,
Turkestan Short-toed Lark,ALAHEI,Alaudala heinei
Turkey Vulture,TUVU,Cathartes aura
Turner’s Gecko,CHOTUR,Chondrodactylus turneri
Turquoise-browed Motmot,TBMO,Eumomota superciliosa
Turquoise Cotinga,TUCO,Cotinga ridgwayi
Turquoise-crowned Hummingbird,TCHU,Cynanthus doubledayi
Turquoise Flycatcher,islfly1,Eumyias panayensis
Turquoise-fronted Amazon,bufpar,Amazona aestiva
Turquoise Jay,turjay1,Cyanolyca turcosa
Turquoise Parrot,turpar1,Neophema pulchella
Turquoise Tanager,turtan1,Tangara mexicana
Tursiops Species,TURNUL,
Turtle Order,4485,
Tuxtla Quail-Dove,TUQD,Zentrygon carrikeri
Twelve-wired Bird-of-paradise,twwbop1,Seleucidis melanoleucus
Twite,twite1,Linaria flavirostris
Two-banded Plover,ANAFAL,Anarhynchus falklandicus
Two-banded Plover,CHAFLK,Charadrius falklandicus
Two-banded Warbler,twbwar1,Myiothlypis bivittata
Two-barred Warbler,grewar2,Phylloscopus plumbeitarsus
Two-striped Gartersnake,THAHAM,Thamnophis hammondii
Tylas Vanga,TYLEDU,Tylas eduardi
Tyler's Mouse Opossum,MARTYL,Marmosa tyleriana
Tylomys Species,3616,Tylomys 
Tympanoctomys Species,3979,Tympanoctomys 
Tyrannine Woodcreeper,tyrwoo1,Dendrocincla tyrannina
Tyrian Metaltail,tyrmet1,Metallura tyrianthina
Tytler's Leaf Warbler,tylwar1,Phylloscopus tytleri
Uganda Woodland Warbler,ugawow1,Phylloscopus budongoensis
Uinta Chipmunk,NEOUMB,Neotamias umbrinus
Uinta Ground Squirrel,UROARM,Urocitellus armatus
Ula-ai-hawane,UAIH,Ciridops anna
Ultramarine Flycatcher,ultfly1,Ficedula superciliaris
Ultramarine Grosbeak,ultgro1,Cyanoloxia brissonii
Umnak Island Collared Lemming,DICUNA,Dicrostonyx unalascensis
Underwood’s Bonneted Bat,EUMUND,Eumops underwoodi
Underwood's Pocket Gopher,ORTUND,Orthogeomys underwoodi
Undualted Tinamou,CUND,Crypturellus undulatus
Undulated Antpitta,undant1,Grallaria squamigera
Undulated Antshrike,FREUND,Frederickena unduliger
Unexpected Cotton Rat,SIGINO,Sigmodon inopinatus
Ungava Collared Lemming,DICHUD,Dicrostonyx hudsonius
Unicolored Antwren,uniant1,Myrmotherula unicolor
Unicolored Blackbird,unibla2,Agelasticus cyanopus
Unicolored Jay,UNJA,Aphelocoma unicolor
Unicolored Tapaculo,unitap1,Scytalopus unicolor
Unidentified,16,
Unidentified Accipiter,UNAC,
Unidentified Accipter Hawk,UAHA,
Unidentified Bat / NoID,UBAT,
Unidentified Bird,UNBI,
Unidentified bird of prey,UNBP,
Unidentified Black-backed / American Three-toed Woodpecker,UNBT,
Unidentified Blackbird,UNBL,
Unidentified Black-throated Green / Townsend's Warbler,UBTW,Setophaga virens / towsendii
Unidentified Blue-winged / Golden-winged Warbler,UBGW,Vermivora cyanoptera / chrysoptera
Unidentified Buteo,UNBU,
Unidentified Catharus Thrush,UCTH,
Unidentified Cave/Cliff Swallow,UCSW,Petrochelidon fulva / pyrrhonota
Unidentified Common/Red-breasted Merganser,UNME,
